IDUsuario;RetiroDT;RetiroEstacion;AnclajeDT;AnclajeEstacion
85644;2017-03-01 07:39:36.900;109;2017-03-01 07:48:40.000;45
19373;2017-03-01 07:25:12.590;83;2017-03-01 07:48:58.937;24
77374;2017-03-01 07:31:07.970;58;2017-03-01 07:49:23.000;30
76231;2017-03-01 07:42:48.573;87;2017-03-01 07:49:55.040;13
56980;2017-03-01 07:41:16.947;41;2017-03-01 07:50:13.000;18
87193;2017-03-01 07:47:14.483;41;2017-03-01 07:50:25.000;42
91222;2017-03-01 07:44:14.340;92;2017-03-01 07:50:51.297;50
85034;2017-03-01 07:40:06.150;19;2017-03-01 07:51:11.000;27
73419;2017-03-01 07:42:02.993;118;2017-03-01 07:51:24.237;17
85458;2017-03-01 07:05:59.247;40;2017-03-01 07:51:34.180;17
89771;2017-03-01 07:47:00.373;8;2017-03-01 07:51:38.000;10
52930;2017-03-01 07:32:05.737;95;2017-03-01 07:51:52.000;47
84432;2017-03-01 07:45:43.637;58;2017-03-01 07:52:14.000;21
64503;2017-03-01 07:40:25.570;129;2017-03-01 07:52:35.370;25
36835;2017-03-01 07:46:10.467;51;2017-03-01 07:52:59.800;121
22616;2017-03-01 07:39:27.680;31;2017-03-01 07:53:11.000;47
51071;2017-03-01 07:46:52.263;46;2017-03-01 07:53:25.433;50
70644;2017-03-01 07:33:54.690;21;2017-03-01 07:53:34.473;71
91108;2017-03-01 07:44:50.370;95;2017-03-01 07:53:45.937;102
14845;2017-03-01 07:39:02.647;103;2017-03-01 07:54:12.187;124
64464;2017-03-01 07:42:54.307;114;2017-03-01 07:54:24.980;110
75796;2017-03-01 07:43:00.340;29;2017-03-01 07:54:48.000;18
9998;2017-03-01 07:50:39.830;46;2017-03-01 07:55:03.057;50
84603;2017-03-01 07:50:03.377;48;2017-03-01 07:55:22.000;97
70321;2017-03-01 07:44:03.120;500;2017-03-01 07:55:47.000;8
77963;2017-03-01 07:50:38.547;92;2017-03-01 07:55:58.140;98
81559;2017-03-01 07:42:25.870;56;2017-03-01 07:56:09.000;16
31754;2017-03-01 07:46:15.653;95;2017-03-01 07:56:25.730;17
56722;2017-03-01 07:40:13.337;72;2017-03-01 07:56:40.000;21
91134;2017-03-01 07:46:47.967;43;2017-03-01 07:56:56.000;27
4596;2017-03-01 07:45:01.310;6;2017-03-01 07:57:13.000;42
1199;2017-03-01 07:45:22.373;8;2017-03-01 07:57:30.000;67
24441;2017-03-01 07:49:14.343;7;2017-03-01 07:57:56.223;60
90131;2017-03-01 07:53:33.737;98;2017-03-01 07:58:11.000;16
30182;2017-03-01 07:51:30.330;53;2017-03-01 07:58:46.523;105
50596;2017-03-01 07:48:54.250;11;2017-03-01 07:59:04.000;19
595;2017-03-01 07:45:04.153;55;2017-03-01 07:59:15.900;17
77402;2017-03-01 07:48:46.623;111;2017-03-01 07:59:35.533;50
81119;2017-03-01 07:43:15.887;28;2017-03-01 08:00:02.280;111
90824;2017-03-01 07:53:40.283;29;2017-03-01 08:00:19.000;3
2033;2017-03-01 07:50:43.813;91;2017-03-01 08:00:36.430;111
91155;2017-03-01 07:51:52.033;57;2017-03-01 08:00:41.000;65
45085;2017-03-01 07:49:35.953;92;2017-03-01 08:01:02.037;93
57365;2017-03-01 07:50:59.203;115;2017-03-01 08:01:28.257;109
88737;2017-03-01 07:45:20.857;52;2017-03-01 08:01:58.917;93
46378;2017-03-01 07:48:19.967;64;2017-03-01 08:02:27.000;19
82831;2017-03-01 07:55:13.317;46;2017-03-01 08:02:29.000;87
90836;2017-03-01 07:51:33.097;122;2017-03-01 08:02:42.200;109
56155;2017-03-01 07:44:47.073;80;2017-03-01 08:02:49.000;9
91061;2017-03-01 07:50:50.657;21;2017-03-01 08:02:59.370;66
40920;2017-03-01 07:57:34.647;106;2017-03-01 08:03:12.277;109
4677;2017-03-01 07:57:18.757;125;2017-03-01 08:03:33.377;130
46140;2017-03-01 07:54:05.160;55;2017-03-01 08:04:08.137;102
73371;2017-03-01 07:45:36.247;2;2017-03-01 08:04:20.000;7
40521;2017-03-01 07:58:04.130;38;2017-03-01 08:04:30.000;41
69089;2017-03-01 07:42:25.823;102;2017-03-01 08:04:49.367;126
70488;2017-03-01 07:51:09.470;73;2017-03-01 08:05:18.997;84
89363;2017-03-01 07:58:47.757;122;2017-03-01 08:05:29.337;109
89371;2017-03-01 07:51:29.157;34;2017-03-01 08:05:53.000;67
42084;2017-02-28 23:57:23.657;94;2017-03-01 00:07:48.867;60
23818;2017-03-01 06:00:56.073;49;2017-03-01 06:04:12.000;26
43719;2017-03-01 06:00:37.493;92;2017-03-01 06:12:23.000;58
33519;2017-03-01 06:03:25.933;24;2017-03-01 06:15:34.000;41
31748;2017-03-01 06:04:29.263;31;2017-03-01 06:27:48.703;108
89258;2017-03-01 06:20:28.230;127;2017-03-01 06:31:40.000;69
26688;2017-03-01 06:21:07.277;19;2017-03-01 06:34:32.000;14
78710;2017-03-01 06:17:21.570;79;2017-03-01 06:36:41.000;14
91135;2017-03-01 06:33:37.910;55;2017-03-01 06:40:38.000;62
7856;2017-03-01 06:37:39.977;11;2017-03-01 06:44:06.000;21
41773;2017-03-01 06:39:28.853;85;2017-03-01 06:47:15.000;14
81075;2017-03-01 06:34:33.287;34;2017-03-01 06:48:22.990;2
1113;2017-03-01 06:36:16.960;72;2017-03-01 06:49:48.000;14
22385;2017-03-01 06:46:25.593;59;2017-03-01 06:53:13.000;62
27205;2017-03-01 06:41:53.557;80;2017-03-01 06:55:42.000;21
71342;2017-03-01 06:43:01.950;35;2017-03-01 06:57:45.747;11
79969;2017-03-01 06:55:19.257;70;2017-03-01 06:59:12.390;71
81001;2017-03-01 06:50:57.673;7;2017-03-01 07:00:00.000;63
2200;2017-03-01 06:47:32.577;8;2017-03-01 07:00:30.000;65
66437;2017-03-01 06:55:21.443;37;2017-03-01 07:02:59.000;21
74628;2017-03-01 06:59:40.353;58;2017-03-01 07:04:24.573;5
52462;2017-03-01 06:50:30.190;83;2017-03-01 07:05:57.000;58
68798;2017-03-01 07:01:32.133;79;2017-03-01 07:07:00.000;74
66396;2017-03-01 06:49:29.203;38;2017-03-01 07:07:57.000;1
39922;2017-03-01 07:05:21.153;53;2017-03-01 07:09:07.000;28
3267;2017-03-01 07:06:49.903;62;2017-03-01 07:10:43.000;59
24231;2017-03-01 07:07:43.360;49;2017-03-01 07:12:35.617;99
8700;2017-03-01 07:04:36.090;43;2017-03-01 07:14:25.000;28
70107;2017-03-01 06:58:51.257;127;2017-03-01 07:15:28.000;18
88903;2017-03-01 07:10:10.860;72;2017-03-01 07:16:53.000;65
17477;2017-03-01 07:04:36.183;78;2017-03-01 07:17:26.000;16
17715;2017-03-01 07:12:36.893;30;2017-03-01 07:18:18.000;3
15286;2017-03-01 07:08:06.687;50;2017-03-01 07:20:11.000;19
38625;2017-03-01 07:07:19.763;63;2017-03-01 07:20:46.000;44
82458;2017-03-01 07:09:05.983;112;2017-03-01 07:21:54.000;45
72252;2017-03-01 07:04:10.043;52;2017-03-01 07:23:21.830;118
58062;2017-03-01 07:12:29.987;107;2017-03-01 07:24:01.000;97
41157;2017-03-01 07:18:34.493;107;2017-03-01 07:24:35.000;48
55317;2017-03-01 07:08:33.563;65;2017-03-01 07:24:52.000;19
62504;2017-03-01 07:14:34.363;500;2017-03-01 07:25:17.870;95
46234;2017-03-01 07:20:35.353;80;2017-03-01 07:25:44.700;82
41149;2017-03-01 07:17:22.583;42;2017-03-01 07:26:15.000;32
69889;2017-03-01 07:20:14.197;5;2017-03-01 07:26:52.860;24
64647;2017-03-01 07:20:36.993;31;2017-03-01 07:27:05.000;27
55076;2017-03-01 07:02:57.387;52;2017-03-01 07:27:49.000;62
62034;2017-03-01 07:05:42.670;75;2017-03-01 07:28:32.000;41
65156;2017-03-01 07:05:24.560;113;2017-03-01 07:28:37.000;39
89226;2017-03-01 07:14:36.333;68;2017-03-01 07:29:09.000;28
43756;2017-03-01 07:16:56.023;74;2017-03-01 07:30:00.000;10
65059;2017-03-01 07:21:12.167;75;2017-03-01 07:30:28.763;5
18581;2017-03-01 07:13:29.550;94;2017-03-01 07:31:16.000;49
28083;2017-03-01 07:22:33.010;58;2017-03-01 07:31:53.077;11
3471;2017-02-28 20:15:06.627;10;2017-03-01 07:32:17.617;98
76391;2017-03-01 07:21:16.057;119;2017-03-01 07:32:52.047;105
2479;2017-03-01 07:20:57.337;4;2017-03-01 07:33:00.700;52
17575;2017-03-01 07:24:19.763;12;2017-03-01 07:33:37.337;24
6440;2017-03-01 07:24:50.620;21;2017-03-01 07:34:28.000;14
83920;2017-03-01 07:21:18.307;42;2017-03-01 07:34:42.920;109
59135;2017-03-01 07:28:30.703;112;2017-03-01 07:35:41.240;123
66222;2017-03-01 07:31:57.753;54;2017-03-01 07:36:31.000;52
60361;2017-03-01 07:28:01.420;125;2017-03-01 07:37:56.377;109
4315;2017-03-01 07:30:46.860;5;2017-03-01 07:36:14.000;33
66546;2017-03-01 07:34:06.083;39;2017-03-01 07:39:18.000;16
85803;2017-03-01 07:32:54.550;11;2017-03-01 07:39:59.273;2
77224;2017-03-01 07:34:42.643;54;2017-03-01 07:40:34.540;50
609;2017-03-01 07:34:22.927;107;2017-03-01 07:41:01.000;41
47430;2017-03-01 07:27:48.670;110;2017-03-01 07:41:16.000;26
31587;2017-03-01 07:27:47.733;119;2017-03-01 07:41:28.000;27
1010;2017-03-01 07:31:12.580;42;2017-03-01 07:42:00.750;102
88509;2017-03-01 07:29:00.327;11;2017-03-01 07:42:25.000;59
25876;2017-03-01 07:36:53.130;59;2017-03-01 07:43:02.000;75
90144;2017-03-01 07:36:09.303;10;2017-03-01 07:43:23.000;62
63549;2017-03-01 07:34:06.643;63;2017-03-01 07:43:51.000;67
35755;2017-03-01 07:31:01.127;42;2017-03-01 07:44:23.000;28
2121;2017-03-01 07:38:31.600;103;2017-03-01 07:44:56.000;32
24859;2017-03-01 07:34:25.207;500;2017-03-01 07:45:24.000;9
59338;2017-03-01 07:34:45.457;126;2017-03-01 07:45:45.267;108
40266;2017-03-01 07:25:20.247;80;2017-03-01 07:46:01.000;29
59715;2017-03-01 07:30:25.797;93;2017-03-01 07:46:10.000;90
50516;2017-03-01 07:37:23.990;500;2017-03-01 07:46:23.000;10
62243;2017-03-01 07:31:21.987;107;2017-03-01 07:46:57.897;115
20899;2017-03-01 07:35:27.207;82;2017-03-01 07:47:23.000;9
74263;2017-03-01 07:39:14.663;87;2017-03-01 07:47:50.673;102
68667;2017-03-01 07:42:26.823;111;2017-03-01 07:47:58.813;109
36107;2017-03-01 07:30:34.330;12;2017-03-01 07:48:18.417;109
59344;2017-03-01 07:39:00.320;119;2017-03-01 07:48:36.000;45
1741;2017-03-01 07:40:26.150;26;2017-03-01 07:48:47.000;18
23286;2017-03-01 07:37:50.053;78;2017-03-01 07:49:24.207;11
90563;2017-03-01 07:42:36.760;40;2017-03-01 07:49:48.000;45
66123;2017-03-01 07:41:02.947;117;2017-03-01 07:50:08.493;111
17819;2017-03-01 07:38:52.443;65;2017-03-01 07:50:28.297;33
53023;2017-03-01 07:45:51.327;40;2017-03-01 07:50:44.020;102
91318;2017-03-01 07:37:00.350;38;2017-03-01 07:51:14.000;75
30755;2017-03-01 07:40:09.650;67;2017-03-01 07:51:23.793;104
70773;2017-03-01 07:36:00.757;115;2017-03-01 07:51:30.000;53
15953;2017-03-01 07:34:05.270;29;2017-03-01 07:51:40.000;1
18383;2017-03-01 07:43:16.043;3;2017-03-01 07:51:54.000;53
90874;2017-03-01 07:46:22.013;113;2017-03-01 07:52:13.600;126
79379;2017-03-01 07:48:46.703;47;2017-03-01 07:52:33.540;43
90672;2017-03-01 07:31:04.347;59;2017-03-01 07:52:56.903;123
19531;2017-03-01 07:47:10.030;500;2017-03-01 07:53:06.000;94
22862;2017-03-01 07:42:00.290;29;2017-03-01 07:53:24.177;123
89897;2017-03-01 07:46:45.717;50;2017-03-01 07:53:34.077;108
90412;2017-03-01 07:36:19.787;14;2017-03-01 07:53:41.000;68
88512;2017-03-01 07:44:44.200;31;2017-03-01 07:54:07.000;34
48563;2017-03-01 07:39:55.570;35;2017-03-01 07:54:19.630;35
64550;2017-03-01 07:42:44.603;122;2017-03-01 07:54:37.000;20
38900;2017-03-01 07:44:03.200;9;2017-03-01 07:54:52.000;3
55194;2017-03-01 07:46:32.340;90;2017-03-01 07:55:17.000;16
87468;2017-03-01 07:47:26.170;101;2017-03-01 07:55:41.000;10
86990;2017-03-01 07:39:53.913;98;2017-03-01 07:55:57.867;2
7132;2017-03-01 07:43:16.510;87;2017-03-01 07:56:12.460;108
58758;2017-03-01 07:44:56.497;88;2017-03-01 07:56:12.000;21
60786;2017-03-01 07:50:28.640;46;2017-03-01 07:56:35.103;25
33786;2017-03-01 07:51:17.610;49;2017-03-01 07:56:52.000;21
47477;2017-03-01 07:34:26.787;83;2017-03-01 07:57:05.000;34
90516;2017-03-01 07:53:28.690;40;2017-03-01 07:57:31.380;38
59076;2017-03-01 07:49:53.140;92;2017-03-01 07:57:40.850;124
43317;2017-03-01 07:45:14.887;60;2017-03-01 07:58:06.000;40
74604;2017-03-01 07:46:27.310;58;2017-03-01 07:58:45.187;98
20453;2017-03-01 07:49:25.517;91;2017-03-01 07:58:57.210;24
80245;2017-03-01 07:49:42.907;111;2017-03-01 07:59:10.000;45
80663;2017-03-01 07:49:29.577;111;2017-03-01 07:59:26.000;45
38799;2017-03-01 07:50:19.377;14;2017-03-01 07:59:57.607;2
639;2017-03-01 07:34:09.223;35;2017-03-01 08:00:20.280;118
33263;2017-03-01 07:52:17.720;91;2017-03-01 08:00:32.480;99
36169;2017-03-01 07:56:42.317;69;2017-03-01 08:00:35.000;73
17218;2017-03-01 07:52:58.113;114;2017-03-01 08:00:59.423;110
66382;2017-03-01 07:56:26.007;81;2017-03-01 08:01:16.000;78
9874;2017-03-01 07:56:53.350;74;2017-03-01 08:01:39.000;79
90914;2017-03-01 07:51:24.643;35;2017-03-01 08:02:21.000;94
65481;2017-03-01 07:55:16.177;64;2017-03-01 08:02:31.000;33
72248;2017-03-01 07:51:32.703;126;2017-03-01 08:02:37.127;123
84397;2017-03-01 07:55:45.443;37;2017-03-01 08:02:44.000;41
75381;2017-03-01 07:48:20.500;87;2017-03-01 08:02:58.663;121
43121;2017-03-01 07:56:30.257;21;2017-03-01 08:03:07.000;15
29967;2017-03-01 07:53:08.550;91;2017-03-01 08:03:26.870;24
15895;2017-03-01 07:50:52.313;125;2017-03-01 08:04:05.903;109
30322;2017-03-01 07:54:12.283;122;2017-03-01 08:04:20.177;105
85362;2017-03-01 07:56:11.253;3;2017-03-01 08:04:26.000;21
48165;2017-03-01 07:54:59.097;41;2017-03-01 08:04:47.460;37
85538;2017-03-01 07:52:07.347;98;2017-03-01 08:05:10.000;54
65342;2017-03-01 07:56:58.647;105;2017-03-01 08:05:29.260;108
57501;2017-03-01 07:59:56.587;67;2017-03-01 08:05:55.980;64
91308;2017-03-01 07:47:43.687;119;2017-03-01 08:06:05.910;24
84518;2017-03-01 07:52:27.393;118;2017-03-01 08:05:55.270;100
47746;2017-03-01 07:46:20.577;92;2017-03-01 08:05:57.000;67
77593;2017-03-01 08:02:22.073;110;2017-03-01 08:06:44.473;108
79259;2017-03-01 08:02:13.180;39;2017-03-01 08:06:47.000;34
51193;2017-03-01 07:57:01.600;36;2017-03-01 08:06:58.020;17
48892;2017-03-01 08:00:20.507;87;2017-03-01 08:07:08.000;65
90167;2017-03-01 07:50:37.953;67;2017-03-01 08:07:31.910;46
56461;2017-03-01 07:48:32.920;58;2017-03-01 08:07:47.663;2
60454;2017-03-01 08:00:13.603;50;2017-03-01 08:08:11.757;99
28976;2017-03-01 08:00:11.320;91;2017-03-01 08:08:45.603;118
80099;2017-03-01 07:58:39.633;78;2017-03-01 08:09:21.323;6
28047;2017-03-01 08:01:33.510;44;2017-03-01 08:09:32.000;18
35621;2017-03-01 07:56:05.880;113;2017-03-01 08:09:36.000;14
85751;2017-03-01 08:00:41.290;60;2017-03-01 08:10:17.683;83
4349;2017-03-01 08:05:23.980;89;2017-03-01 08:11:11.000;3
84256;2017-03-01 07:47:29.373;70;2017-03-01 08:11:30.063;123
47688;2017-03-01 08:02:54.463;65;2017-03-01 08:11:48.000;20
16919;2017-03-01 08:06:11.077;51;2017-03-01 08:12:06.000;87
90468;2017-03-01 07:56:41.927;51;2017-03-01 08:12:33.000;39
60375;2017-03-01 07:59:13.960;118;2017-03-01 08:12:53.770;129
56343;2017-03-01 08:06:21.780;77;2017-03-01 08:13:06.000;69
25658;2017-03-01 07:48:27.407;30;2017-03-01 08:13:47.000;1
89638;2017-03-01 08:08:02.903;10;2017-03-01 08:14:08.140;6
9188;2017-03-01 08:02:01.417;60;2017-03-01 08:14:14.000;26
87353;2017-03-01 07:55:15.643;34;2017-03-01 08:14:38.000;73
90306;2017-03-01 08:02:20.743;9;2017-03-01 08:14:46.000;80
86128;2017-03-01 08:01:41.493;70;2017-03-01 08:14:52.000;53
61879;2017-03-01 08:09:55.327;62;2017-03-01 08:15:05.000;94
6954;2017-03-01 08:09:45.670;60;2017-03-01 08:15:25.000;65
9395;2017-03-01 07:52:36.190;27;2017-03-01 08:15:56.000;78
10263;2017-03-01 08:02:01.620;23;2017-03-01 08:16:11.790;11
47272;2017-03-01 08:05:24.793;28;2017-03-01 08:16:28.000;67
88200;2017-03-01 08:04:20.653;109;2017-03-01 08:16:53.000;26
48687;2017-03-01 08:06:07.730;84;2017-03-01 08:17:22.000;70
10234;2017-03-01 08:13:43.207;14;2017-03-01 08:17:39.533;13
42217;2017-03-01 08:10:48.110;48;2017-03-01 08:17:57.000;44
57495;2017-03-01 08:14:14.143;5;2017-03-01 08:18:20.000;4
89561;2017-03-01 08:05:29.637;19;2017-03-01 08:18:44.617;12
14835;2017-03-01 08:14:11.940;72;2017-03-01 08:18:57.000;69
72379;2017-03-01 08:15:49.050;68;2017-03-01 08:19:20.000;69
72227;2017-03-01 08:05:20.293;42;2017-03-01 08:19:39.000;28
46357;2017-03-01 08:13:30.330;11;2017-03-01 08:19:50.000;94
44550;2017-03-01 08:13:45.003;52;2017-03-01 08:20:19.987;91
64186;2017-03-01 08:06:11.340;126;2017-03-01 08:20:42.820;100
77916;2017-03-01 08:10:12.077;93;2017-03-01 08:20:45.000;27
77696;2017-03-01 08:13:04.533;51;2017-03-01 08:21:04.000;26
65345;2017-03-01 07:55:05.223;112;2017-03-01 08:21:20.000;10
91221;2017-03-01 08:06:21.137;105;2017-03-01 08:21:41.000;67
46246;2017-03-01 08:14:26.847;10;2017-03-01 08:22:15.950;17
63828;2017-03-01 08:12:40.110;8;2017-03-01 08:22:30.420;64
87809;2017-03-01 08:05:56.263;130;2017-03-01 08:22:39.683;130
75939;2017-03-01 08:16:44.957;36;2017-03-01 08:23:10.113;25
49117;2017-03-01 08:18:11.600;91;2017-03-01 08:23:21.110;121
70480;2017-03-01 08:16:46.287;117;2017-03-01 08:23:31.000;49
90100;2017-03-01 08:14:07.177;61;2017-03-01 08:23:59.000;31
58732;2017-03-01 08:17:48.473;52;2017-03-01 08:24:13.727;91
87009;2017-03-01 08:18:07.507;42;2017-03-01 08:24:47.143;38
21147;2017-03-01 08:04:52.213;75;2017-03-01 08:24:55.000;39
58333;2017-03-01 08:20:10.727;27;2017-03-01 08:25:17.000;96
88052;2017-03-01 08:11:13.237;118;2017-03-01 08:25:50.737;99
91010;2017-03-01 08:20:32.460;113;2017-03-01 08:25:59.693;120
85537;2017-03-01 08:15:24.113;54;2017-03-01 08:26:20.000;67
89856;2017-03-01 08:08:59.360;126;2017-03-01 08:26:42.000;16
85066;2017-03-01 08:23:24.823;81;2017-03-01 08:27:25.000;78
285;2017-03-01 08:17:45.693;67;2017-03-01 08:28:27.417;76
49214;2017-03-01 08:10:34.437;77;2017-03-01 08:28:55.000;15
159;2017-03-01 08:25:26.933;57;2017-03-01 08:29:31.000;33
16467;2017-03-01 08:20:51.023;42;2017-03-01 08:29:51.000;49
50376;2017-03-01 08:06:54.327;61;2017-03-01 08:30:27.893;98
68899;2017-03-01 08:18:16.943;111;2017-03-01 08:31:02.070;99
48975;2017-03-01 08:20:47.977;121;2017-03-01 08:31:25.000;44
85060;2017-03-01 08:27:42.450;4;2017-03-01 08:31:54.130;12
68509;2017-03-01 08:26:33.200;124;2017-03-01 08:32:15.560;127
17342;2017-03-01 08:28:46.390;95;2017-03-01 08:32:33.700;60
90570;2017-03-01 08:24:08.043;11;2017-03-01 08:33:06.380;102
18927;2017-03-01 08:18:15.287;78;2017-03-01 08:34:01.883;89
3209;2017-03-01 08:26:39.090;11;2017-03-01 08:34:22.350;24
85469;2017-03-01 08:23:51.603;91;2017-03-01 08:35:06.043;25
85683;2017-03-01 08:23:10.887;18;2017-03-01 08:35:19.000;87
34033;2017-03-01 08:28:03.390;95;2017-03-01 08:35:38.033;102
48980;2017-03-01 08:29:18.873;49;2017-03-01 08:35:52.000;53
24526;2017-03-01 08:26:26.230;60;2017-03-01 08:35:54.000;20
89875;2017-03-01 08:26:25.107;106;2017-03-01 08:36:55.837;38
3078;2017-03-01 08:31:31.500;106;2017-03-01 08:37:09.643;106
590;2017-03-01 08:31:34.500;25;2017-03-01 08:37:25.000;34
89213;2017-03-01 08:33:19.800;117;2017-03-01 08:37:39.850;118
68091;2017-03-01 08:24:37.200;106;2017-03-01 08:38:18.190;37
90574;2017-03-01 08:15:57.020;16;2017-03-01 08:38:33.280;52
75402;2017-03-01 08:27:07.107;29;2017-03-01 08:38:45.000;34
49003;2017-03-01 08:32:40.157;12;2017-03-01 08:39:17.590;2
17262;2017-03-01 08:33:18.923;18;2017-03-01 08:39:39.000;16
86447;2017-03-01 08:28:33.123;119;2017-03-01 08:40:22.000;48
80938;2017-03-01 08:25:15.980;68;2017-03-01 08:40:55.000;49
62416;2017-03-01 08:25:33.777;46;2017-03-01 08:41:35.590;5
944;2017-03-01 08:37:51.817;12;2017-03-01 08:41:57.000;67
85868;2017-03-01 08:28:14.060;118;2017-03-01 08:42:17.000;97
27739;2017-03-01 08:35:26.427;55;2017-03-01 08:43:19.000;8
26144;2017-03-01 08:32:06.000;75;2017-03-01 08:44:11.000;21
76721;2017-03-01 08:37:03.350;34;2017-03-01 08:44:41.300;100
3793;2017-03-01 08:34:07.957;28;2017-03-01 08:44:53.000;96
73422;2017-03-01 08:35:06.317;39;2017-03-01 08:45:22.000;47
88195;2017-03-01 08:37:26.363;63;2017-03-01 08:45:46.000;8
90511;2017-03-01 08:42:41.463;108;2017-03-01 08:46:22.673;110
3200;2017-03-01 08:35:32.003;62;2017-03-01 08:46:36.000;26
80738;2017-03-01 08:43:01.603;16;2017-03-01 08:46:58.000;34
84203;2017-03-01 08:41:54.383;67;2017-03-01 08:47:19.763;12
535;2017-03-01 08:41:42.727;106;2017-03-01 08:47:40.910;91
83878;2017-03-01 08:30:44.423;42;2017-03-01 08:47:57.750;126
22230;2017-03-01 08:39:24.337;44;2017-03-01 08:48:39.277;108
51904;2017-03-01 08:40:01.303;98;2017-03-01 08:48:49.497;91
64975;2017-02-28 22:21:40.770;21;2017-03-01 08:48:55.000;20
81240;2017-03-01 08:33:17.800;87;2017-03-01 08:49:06.117;123
62456;2017-03-01 08:44:15.197;41;2017-03-01 08:49:15.000;36
91346;2017-03-01 08:40:06.007;91;2017-03-01 08:49:36.460;11
40388;2017-03-01 08:37:32.913;11;2017-03-01 08:49:58.000;77
59171;2017-03-01 08:45:41.700;40;2017-03-01 08:50:33.743;38
43992;2017-03-01 08:44:46.963;129;2017-03-01 08:50:55.677;130
28414;2017-03-01 08:46:22.387;100;2017-03-01 08:51:02.000;34
82876;2017-03-01 08:43:32.277;47;2017-03-01 08:51:17.687;110
74144;2017-03-01 08:45:26.433;58;2017-03-01 08:51:45.000;75
86179;2017-03-01 08:41:31.040;58;2017-03-01 08:52:42.000;26
80849;2017-03-01 08:48:24.763;51;2017-03-01 08:52:56.117;130
81715;2017-03-01 08:44:18.213;70;2017-03-01 08:53:06.000;86
31498;2017-03-01 08:28:29.750;27;2017-03-01 08:53:21.000;1
68341;2017-03-01 08:47:58.543;89;2017-03-01 08:53:37.000;8
60442;2017-03-01 08:40:02.383;68;2017-03-01 08:53:56.000;8
88263;2017-03-01 08:39:20.460;121;2017-03-01 08:54:14.947;25
87005;2017-03-01 08:49:22.047;16;2017-03-01 08:54:29.000;96
90662;2017-03-01 08:47:59.280;34;2017-03-01 08:54:52.000;45
84205;2017-03-01 08:48:06.717;46;2017-03-01 08:55:11.000;42
62166;2017-03-01 08:45:57.573;4;2017-03-01 08:55:15.000;54
41560;2017-03-01 08:49:36.217;43;2017-03-01 08:55:36.000;26
80852;2017-03-01 08:40:57.960;110;2017-03-01 08:56:01.447;17
91132;2017-03-01 08:50:40.750;96;2017-03-01 08:56:07.000;34
52057;2017-03-01 08:40:53.210;41;2017-03-01 08:56:21.000;59
31376;2017-03-01 08:39:07.023;41;2017-03-01 08:56:36.687;119
84764;2017-03-01 08:47:43.043;15;2017-03-01 08:56:58.000;92
83252;2017-03-01 08:51:14.330;53;2017-03-01 08:57:52.973;130
87266;2017-03-01 08:41:27.540;126;2017-03-01 08:58:19.000;45
70991;2017-03-01 08:53:21.347;45;2017-03-01 08:58:49.003;102
24123;2017-03-01 08:41:51.867;86;2017-03-01 08:59:00.000;77
58394;2017-03-01 08:32:27.250;50;2017-03-01 08:59:34.000;53
90503;2017-03-01 08:46:56.107;125;2017-03-01 08:59:44.330;104
80260;2017-03-01 08:40:14.570;127;2017-03-01 09:00:14.987;109
3560;2017-03-01 08:51:10.657;28;2017-03-01 09:00:34.037;102
57762;2017-03-01 07:52:32.753;109;2017-03-01 08:06:00.000;16
72106;2017-03-01 07:59:09.383;3;2017-03-01 08:06:25.243;13
82750;2017-03-01 08:00:05.117;54;2017-03-01 08:06:49.937;123
88312;2017-03-01 07:58:22.727;28;2017-03-01 08:06:54.000;96
76007;2017-03-01 07:57:23.710;122;2017-03-01 08:07:03.000;28
84009;2017-03-01 08:02:07.777;105;2017-03-01 08:07:28.000;53
9593;2017-03-01 08:03:39.447;46;2017-03-01 08:07:44.363;98
78405;2017-03-01 08:00:46.883;36;2017-03-01 08:07:58.140;102
77633;2017-03-01 07:55:21.160;69;2017-03-01 08:08:37.000;10
80709;2017-03-01 07:49:06.187;39;2017-03-01 08:09:17.483;76
86116;2017-03-01 08:00:52.307;111;2017-03-01 08:09:31.880;115
54012;2017-03-01 08:06:31.933;91;2017-03-01 08:09:36.000;45
66850;2017-03-01 08:00:33.977;108;2017-03-01 08:10:16.557;17
91232;2017-03-01 07:58:53.180;70;2017-03-01 08:10:44.057;24
31622;2017-03-01 07:50:20.297;113;2017-03-01 08:11:13.030;2
28365;2017-03-01 07:55:08.317;24;2017-03-01 08:11:28.863;123
89553;2017-03-01 07:56:09.473;57;2017-03-01 08:11:49.000;3
15381;2017-03-01 07:54:25.770;92;2017-03-01 08:12:02.000;65
27464;2017-03-01 07:58:48.553;54;2017-03-01 08:12:27.000;32
75481;2017-03-01 08:07:58.967;52;2017-03-01 08:12:43.347;130
7864;2017-03-01 07:58:36.460;60;2017-03-01 08:13:02.000;36
51093;2017-03-01 08:04:51.323;27;2017-03-01 08:13:33.453;33
82647;2017-03-01 08:09:14.657;6;2017-03-01 08:14:16.633;35
68795;2017-03-01 08:02:06.493;19;2017-03-01 08:14:41.550;106
14130;2017-03-01 08:07:53.843;3;2017-03-01 08:14:50.483;89
87872;2017-03-01 08:09:03.250;45;2017-03-01 08:14:55.197;108
90488;2017-03-01 08:08:41.407;37;2017-03-01 08:14:59.000;55
51897;2017-03-01 08:08:56.937;77;2017-03-01 08:15:23.000;69
